iteration,price,total_travel_time,total_user_cost,total_consumption,total_consumption_inside,total_entrances,total_permit_flow
81,8.1,358550.5133667676,358558.6133667676,648950.4774791385,109496.35677864456,14260.243264965533,48904.45
82,8.2,358354.21059109305,358362.41059109307,648975.437623843,109524.858858159,14258.103768206762,48904.45
83,8.3,358383.9303217741,358392.2303217741,648980.888956465,109527.98817878748,14259.441444991051,48904.45
84,8.4,358426.1188175448,358434.5188175448,648937.9590090881,109510.76844188567,14260.675400605114,48904.45
85,8.5,358422.77960988955,358431.27960988955,649025.7664019647,109514.20234168744,14260.032575605057,48904.45
86,8.6,358386.4943696835,358395.0943696835,648934.7941792464,109541.60092674184,14260.598102932548,48904.45
87,8.7,358394.8183167686,358403.51831676863,648945.0007695457,109517.05775160338,14259.97035756847,48904.45
88,8.8,358373.0853071722,358381.8853071722,648975.4158636422,109513.8587670285,14259.8290179291,48904.45
89,8.9,358387.75951404945,358396.6595140495,649004.9150464425,109513.02568930568,14260.233988808302,48904.45
90,9,358335.97587311344,358344.97587311344,648891.8974725213,109515.20558033849,14260.165718291333,48904.45
91,9.1,358494.7872990722,358503.8872990722,648879.8529030717,109510.15020273502,14260.191903977466,48904.45
92,9.2,358426.90430391266,358436.10430391267,648996.6101544211,109512.7935207844,14260.39054239199,48904.45
93,9.3,358331.5419121061,358340.8419121061,648911.9954381956,109516.4283215429,14260.502910240475,48904.45
94,9.4,358327.69235959585,358337.0923595959,648920.8157620506,109516.43443833945,14260.5070142381,48904.45
95,9.5,358333.56266231247,358343.06266231247,648902.6231773118,109516.6708155769,14260.529612002836,48904.45
96,9.6,358367.7209991781,358377.3209991781,649003.4946527639,109543.53189468477,14260.556795393999,48904.45
97,9.7,358466.9248169076,358476.6248169076,648947.1303962269,109548.542833051,14260.843669360851,48904.45
98,9.8,358406.70198596356,358416.50198596355,649004.3730358032,109505.36250534008,14260.783322926281,48904.45
99,9.9,358402.46797562303,358412.36797562306,648964.475832296,109544.89078600025,14260.747375007022,48904.45
100,10,358512.9268386538,358522.9268386538,649017.9686084096,109509.2420193752,14260.64189765487,48904.45
