iteration,price,total_travel_time,total_user_cost,total_consumption,total_consumption_inside,total_entrances,total_permit_flow
64,6.4,358448.48961724393,442573.9011889212,647970.4504048252,111079.13718652652,13144.59555807446,-0
65,6.5,358463.93200488156,443903.34347042453,648020.8767805801,111094.00695216893,13144.5248408527,-0
66,6.6,358415.1560513194,445169.6132904073,648024.0121193931,111096.31598985851,13144.614733195449,-0
67,6.7,358438.75261510006,446508.6063217609,647991.5897406237,111094.53635978246,13144.75428457633,-0
68,6.8,358491.35408474336,447873.34449450194,648037.2261639691,111084.53166016123,13144.41035437603,-0
69,6.9,358557.1706441828,449253.90679049975,647969.1516339887,111106.41748087035,13144.454513959077,-0
70,7,358541.92093387624,450552.9320195549,648026.9126704903,111092.31722908576,13144.430155097352,-0
71,7.1,358477.1594217146,451803.55868946365,648019.6491771033,111078.745117937,13144.563277148023,-0
72,7.2,358454.6967581955,453096.5248818688,648018.552558549,111093.63221646164,13144.698350510305,-0
73,7.3,358511.46159269917,454464.8580075406,648040.4315995944,111093.02134799463,13144.300878745526,-0
74,7.4,358479.36592168343,455747.3107348581,648019.2813974421,111106.80027716176,13144.316866645286,-0
75,7.5,358485.72868313105,457063.9787112182,648028.8252280387,111101.91328610749,13143.76667041167,-0
76,7.6,358485.30583385815,458378.16955928114,648065.1005549981,111092.3404305887,13143.797858608432,-0
77,7.7,358448.17683579965,459661.65566584514,647969.7197976928,111091.43426256056,13144.60764026556,-0
78,7.8,358502.59370274225,461029.95137782575,648052.4859146357,111109.95578443617,13144.533035267319,-0
79,7.9,358578.9172581822,462420.1433874533,648018.4831194222,111090.91927920339,13144.45900370512,-0
80,8,358575.58212778793,463731.1853108464,647991.4581265567,111077.05053612188,13144.450397882596,-0
81,8.1,358474.9235706978,464944.21620800864,648039.931105321,111098.778685108,13144.357115717452,-0
82,8.2,358522.8640658369,466305.4037177403,647991.5759549004,111097.60608294519,13144.212152671174,-0
83,8.3,358483.56403951393,467582.47951801046,648012.3880895221,111085.73731371397,13144.44764801141,-0
84,8.4,358496.5784189494,468902.2798724198,648087.0599857558,111094.79275988702,13143.53588731801,-0
85,8.5,358500.24450422317,470224.35242277035,648044.8279257261,111109.88394443516,13144.012696299616,-0
86,8.6,358550.8782531673,471596.16248382744,648007.1617434726,111106.60442505492,13144.800491937189,-0
87,8.7,358556.12481762335,472908.5250628495,648114.9131622541,111108.25429876066,13143.954051175513,-0
88,8.8,358486.5727498824,474159.25969571364,647986.2763345715,111126.72632416147,13144.623516571874,-0
89,8.9,358543.8497098615,475521.4522625918,648116.9331410922,111093.32706652483,13143.550848621506,-0
90,9,358533.111082331,476832.97866432846,648028.9858386402,111128.07560597603,13144.42973133328,-0
91,9.1,358491.534213208,478104.29679017374,648054.1178374197,111096.95093036607,13144.259623842529,-0
92,9.2,358577.25256536395,479499.51145362784,648118.8540043157,111119.69213683537,13143.723792202612,-0
93,9.3,358577.0696064051,480818.5747730771,648048.2289168609,111107.80462711952,13144.247867384329,-0
94,9.4,358514.30807015154,482066.0133943404,648103.7238835271,111100.35103039337,13143.798438743524,-0
95,9.5,358534.991858386,483398.39007783134,648065.546374437,111101.18565015987,13143.515602046971,-0
96,9.6,358534.62844347797,484716.6987999051,648011.0456772586,111102.97406942592,13143.965662127875,-0
97,9.7,358523.59719328413,486018.20012992446,648058.1433832912,111100.53645376074,13143.77349862288,-0
98,9.8,358562.9850315314,487375.7092390202,648026.4529742114,111114.34362370367,13144.155531376487,-0
99,9.9,358497.44003786443,488628.073978036,648034.0096539244,111100.29334549082,13144.50847880525,-0
100,10,358548.3836772321,489993.0058530823,648053.9384228998,111096.4447861021,13144.462217585107,-0
