iteration,price,total_travel_time,total_user_cost,total_consumption,total_consumption_inside,total_entrances,total_permit_flow
32,3.2,14659.391748244836,68015.48450487008,16673.778986445366,,,
33,3.3,14669.764385275088,69691.42865001215,16673.231595374866,,,
34,3.4,14673.667367227341,71361.95602006592,16673.026074364272,,,
35,3.5,14726.178721192628,73072.14517127024,16670.276128593578,,,
36,3.6,14772.854076069567,74773.58796248148,16666.8705240033,,,
37,3.7,14816.320684322747,76473.01233177753,16663.970715528325,,,
38,3.8,15017.468915637755,78297.8766338033,16652.738873201455,,,
39,3.9,15217.541569119134,80124.8239057711,16642.892906833833,,,
40,4,15174.482835387636,81750.94480975953,16644.115493592966,,,
41,4.1,15370.467873588113,83575.00157694983,16635.25212277113,,,
42,4.2,15430.455636823779,85287.29451003614,16632.580684098186,,,
43,4.3,15446.452511528725,86964.17604760511,16632.02872932008,,,
44,4.4,15462.675226797051,88641.18051750255,16631.47847516035,,,
45,4.5,15479.122078032511,90318.30672531787,16630.929921618972,,,
46,4.6,15694.24634093074,92142.60751498271,16619.208950880853,,,
47,4.7,15750.430220855516,93853.05923736509,16617.580641810553,,,
48,4.8,15830.311273364025,95578.50624377863,16614.20728550304,,,
49,4.9,15897.716313483657,97293.71854549629,16611.429026941336,,,
50,5,15965.27067808865,99008.77487465252,16608.70083931278,,,
51,5.1,16029.388265506586,100704.91091313314,16603.043656397356,,,
52,5.2,16097.236940974653,102419.36867527629,16600.40994890415,,,
53,5.3,15953.733835117346,103963.3050514971,16605.579474788636,,,
54,5.4,15976.673146163006,105641.29533902337,16604.559665344514,,,
55,5.5,16008.81587622243,107324.62269553718,16602.87396714813,,,
56,5.6,16033.218343858853,109003.74732327949,16601.88017489654,,,
57,5.7,16059.866001018947,110684.52586501895,16600.817519999997,,,
58,5.8,16059.86600101895,112344.60761701898,16600.817519999997,,,
59,5.9,16059.86600101895,114004.68936901889,16600.817519999997,,,
60,6,16059.866001018947,115664.77112101899,16600.817519999997,,,
61,6.1,16062.436105342367,117327.07694055249,16600.760792657387,,,
62,6.2,16067.40907303394,118991.45111264716,16600.65194187309,,,
63,6.3,16118.433456803867,120695.89783280388,16599.597519999992,,,
64,6.4,16118.433456803865,122355.85758480383,16599.597519999992,,,
65,6.5,16059.866001018949,123965.17988101907,16600.817519999997,,,
66,6.6,16059.866001018947,125625.26163301904,16600.817519999997,,,
67,6.7,16059.866001018947,127285.34338501893,16600.817519999997,,,
68,6.8,16155.009183594982,129024.29106287693,16598.423805776743,,,
69,6.9,16174.933492425534,130700.72243956395,16597.940427121495,,,
70,7,16175.604893708221,132361.0745737082,16597.924239999993,,,
71,7.1,16175.604893708221,134020.86699770822,16597.924239999993,,,
72,7.2,16176.01197703508,135678.02896903502,16597.50235999999,,,
73,7.3,16176.01197703508,137337.77920503513,16597.50235999999,,,
74,7.4,16176.011977035078,138997.5294410351,16597.50235999999,,,
75,7.5,16176.01197703508,140657.2796770351,16597.50235999999,,,
76,7.6,16176.01197703508,142317.02991303505,16597.50235999999,,,
77,7.7,16176.01197703508,143976.78014903516,16597.50235999999,,,
78,7.8,16176.011977035078,145636.53038503515,16597.50235999999,,,
79,7.9,16176.011977035078,147296.28062103514,16597.50235999999,,,
80,8,16238.336287205742,149007.97532720573,16596.20487999999,,,
81,8.1,16238.33628720574,150667.59581520583,16596.20487999999,,,
82,8.2,16238.336287205742,152327.21630320564,16596.20487999999,,,
83,8.3,16238.33628720574,153986.83679120574,16596.20487999999,,,
84,8.4,16238.336287205742,155646.45727920573,16596.20487999999,,,
85,8.5,16238.336287205742,157306.07776720583,16596.20487999999,,,
86,8.6,16238.33628720574,158965.6982552056,16596.20487999999,,,
87,8.7,16238.336287205742,160625.31874320577,16596.20487999999,,,
88,8.8,16238.33628720574,162284.93923120573,16596.20487999999,,,
89,8.9,16171.842384030007,163883.58586302993,16596.825109999994,,,
90,9,16234.17615824091,165593.9248282409,16595.527629999993,,,
91,9.1,16234.17615824091,167253.477591241,16595.527629999993,,,
92,9.2,16234.176158240913,168913.03035424094,16595.527629999993,,,
93,9.3,16234.17615824091,170572.58311724087,16595.527629999993,,,
94,9.4,16234.176158240913,172232.13588024094,16595.527629999993,,,
95,9.5,16234.176158240913,173891.6886432409,16595.527629999993,,,
