iteration,price,total_travel_time,total_user_cost,total_consumption,total_consumption_inside,total_entrances,total_permit_flow
91,9.1,1451482.0761345609,15159561.995370606,1506382.4087072595,,,
92,9.2,1453743.5299062731,15310517.856652597,1506171.1224724266,,,
93,9.3,1454455.6864866174,15461227.941484349,1506104.5435481432,,,
94,9.4,1454841.8740016902,15611959.76630004,1506076.3715210985,,,
95,9.5,1455184.6119404987,15762709.27537955,1506055.2277304283,,,
96,9.6,1455413.3215791287,15913298.36916494,1506029.692456853,,,
97,9.7,1456209.864142545,16064196.8302991,1505978.0377480998,,,
98,9.8,1456667.1265453107,16214867.983706407,1505938.8629756263,,,
99,9.9,1457167.644457893,16365580.481581792,1505900.2865781737,,,
100,10,1457733.3760812897,16516354.739617497,1505862.13635362,,,
